,UserGenere,UserAge,UserExperience,TimeStamp,PlayerSpeed,PlayerAcceleration,CameraRotationZ,GameFps,DiscomfortLevel,UserGenere_contri,UserAge_contri,UserExperience_contri,TimeStamp_contri,PlayerSpeed_contri,PlayerAcceleration_contri,CameraRotationZ_contri,GameFps_contri,importanceProfile,importanceGame
4002,1,1,0,136.9992,74,-46,0.037725,90,1,1.056023755296034,-0.008813932870834772,-0.0,115.4630551196388,-9.550497970607566,-0.9439648596667222,0.0004240847464075637,43.61458009655657,UserGenere,PlayerSpeed
4003,1,0,0,48.00445,29,-19,0.064454,90,1,1.056023755296034,-0.0,-0.0,40.45819578755164,-3.7427627182110728,-0.38989852899277655,0.0007245582039749003,43.61458009655657,UserGenere,PlayerSpeed
4004,0,0,0,283.0117,109,-3,-0.058387,90,1,0.0,-0.0,-0.0,238.52252798996403,-14.06762538913817,-0.0615629256304384,-0.0006563561587408462,43.61458009655657,UserGenere,PlayerSpeed
4005,1,2,0,222.00599999999997,132,13,-0.032669,90,1,1.056023755296034,-0.017627865741669545,-0.0,187.10686642615815,-17.03602340702971,0.2667726777318997,-0.0003672478351329012,43.61458009655657,UserGenere,PlayerSpeed
4006,0,0,0,238.0056,18,10,0.009103,90,1,0.0,-0.0,-0.0,200.59134441356375,-2.323094100958597,0.20520975210146133,0.00010233117154534268,43.61458009655657,UserGenere,PlayerSpeed
4007,0,0,0,107.0095,112,12,-0.043171,90,1,0.0,-0.0,-0.0,90.18770764227082,-14.454807739297937,0.2462517025217536,-0.000485305833987036,43.61458009655657,UserGenere,PlayerSpeed
4008,1,0,0,158.0103,116,11,0.104236,90,1,1.056023755296034,-0.0,-0.0,133.17123003908534,-14.971050872844291,0.22573072731160748,0.0011717666700209095,43.61458009655657,UserGenere,PlayerSpeed
4009,0,0,0,150.0111,9,7,-0.07220599999999999,90,1,0.0,-0.0,-0.0,126.42949672594911,-1.1615470504792984,0.14364682647102295,-0.0008117021391412735,43.61458009655657,UserGenere,PlayerSpeed
4010,1,1,0,153.001,94,12,-0.07192799999999999,90,1,1.056023755296034,-0.008813932870834772,-0.0,128.9493872691217,-12.13171363833934,0.2462517025217536,-0.0008085770083393834,43.61458009655657,UserGenere,PlayerSpeed
4011,1,2,0,301.0105,27,-38,-0.147265,90,1,1.056023755296034,-0.017627865741669545,-0.0,253.6919336250871,-3.4846411514378954,-0.7797970579855531,-0.0016554762141738867,43.61458009655657,UserGenere,PlayerSpeed
4012,1,0,0,52.003809999999994,86,16,-0.004946,90,1,1.056023755296034,-0.0,-0.0,43.82886017189314,-11.099227371246629,0.32833560336233814,-5.5600348727152023e-05,43.61458009655657,UserGenere,PlayerSpeed
4013,1,1,0,273.0062,145,0,-0.102131,90,1,1.056023755296034,-0.008813932870834772,-0.0,230.08988314240617,-18.713813591055363,0.0,-0.0011481033594526412,43.61458009655657,UserGenere,PlayerSpeed
4014,1,1,0,76.00529,74,12,0.140727,90,1,1.056023755296034,-0.008813932870834772,-0.0,64.05733017896551,-9.550497970607566,0.2462517025217536,0.0015819794329409468,43.61458009655657,UserGenere,PlayerSpeed
4015,1,2,0,129.0099,53,18,0.053063,90,1,1.056023755296034,-0.017627865741669545,-0.0,108.72966553585049,-6.840221519489202,0.3693775537826304,0.0005965065314413401,43.61458009655657,UserGenere,PlayerSpeed
4016,1,0,0,194.0146,6,-31,-0.23035999999999998,90,1,1.056023755296034,-0.0,-0.0,163.51568807565792,-0.7743647003195323,-0.6361502315145301,-0.0025895868040409905,43.61458009655657,UserGenere,PlayerSpeed
